customer_id,transaction_date,transaction_amount
ID0134,2021-12-18,698.16
ID1274,2021-02-02,306.18
ID0669,2020-03-30,334.55
ID0482,2020-05-17,636.97
ID1141,2024-03-09,719.82
ID0667,2020-10-14,873.26
ID0633,2022-08-02,287.06
ID0425,2024-09-03,205.85
ID1068,2021-08-30,66.98
ID0215,2023-10-03,835.59
ID1268,2020-02-05,866.70
ID1035,2023-06-01,282.00
ID0621,2024-04-26,365.33
ID0216,2020-12-10,178.12
ID0639,2020-07-19,346.34
ID1196,2020-06-11,247.40
ID0098,2024-10-12,301.92
ID0785,2021-10-03,216.72
ID0963,2020-01-06,670.20
ID1116,2021-07-08,359.63
ID0145,2022-09-02,469.84
ID0631,2022-03-29,61.48
ID0992,2023-10-26,320.29
ID0568,2024-09-11,723.92
ID0269,2022-11-05,895.64
ID0516,2024-04-15,760.11
ID0973,2023-07-02,373.00
ID0220,2024-08-05,134.32
ID0744,2023-01-19,331.76
ID0557,2023-02-27,201.93
ID0993,2024-05-13,811.76
ID1157,2024-11-01,562.53
ID0527,2023-09-20,907.12
ID1143,2022-10-28,705.92
ID0995,2020-04-21,105.31
ID1131,2022-12-13,433.70
ID0175,2021-03-19,413.99
ID0854,2023-11-30,779.79
ID0430,2023-08-11,839.04
ID0338,2021-01-23,57.78
ID0827,2020-02-28,910.63
ID0671,2022-02-05,56.68
ID0240,2023-04-23,671.08
ID1129,2020-11-19,446.52
ID0688,2024-09-28,165.03
ID1195,2024-07-22,998.45
ID0444,2021-03-19,160.40
ID0894,2021-12-08,477.82
ID0675,2021-09-16,622.05
ID1281,2021-07-15,609.81
ID0471,2022-10-31,396.08
ID1196,2023-01-11,892.70
ID0856,2022-12-10,610.31
ID0100,2022-07-18,136.52
ID0782,2021-06-22,365.37
ID1039,2021-12-15,954.06
ID0449,2021-12-27,593.45
ID1112,2020-12-15,771.50
ID1114,2023-10-20,218.67
ID1288,2024-09-04,222.47
ID0774,2020-03-30,605.18
ID0890,2022-10-09,305.53
ID1076,2021-11-16,659.19
ID0486,2020-06-18,118.78
ID1109,2023-09-29,405.21
ID0108,2023-12-20,933.31
ID0572,2021-01-15,557.29
ID0220,2024-01-25,398.87
ID0425,2021-08-12,798.46
ID0317,2024-03-06,585.78
ID0786,2020-09-09,628.48
ID0672,2020-09-07,996.38
ID0528,2021-05-25,785.05
ID0141,2020-11-01,659.70
ID1263,2024-09-12,824.37
ID0722,2021-06-29,187.98
ID0419,2024-03-19,116.34
ID0281,2022-11-13,776.17
ID0505,2024-12-13,563.50
ID0578,2022-04-23,173.53
ID0723,2024-07-15,822.41
ID1133,2022-11-10,911.68
ID0538,2023-05-15,969.65
ID0973,2021-03-21,80.20
ID0310,2024-04-26,997.78
ID0531,2024-10-26,895.25
ID0454,2023-10-12,877.56
ID0838,2023-12-23,14.14
ID0696,2020-05-07,667.82
ID0408,2020-06-20,973.71
ID1176,2023-03-23,902.45
ID0546,2022-10-30,129.43
ID1044,2024-09-09,18.37
ID1147,2021-04-09,760.95
ID0737,2022-07-09,495.13
ID0647,2024-07-11,664.09
ID0352,2024-08-07,54.99
ID0240,2020-04-28,800.22
ID1262,2021-12-03,399.37
ID0178,2020-06-22,404.54
ID0647,2024-04-12,190.57
ID0180,2020-09-04,500.52
ID0786,2023-12-18,507.63
ID0647,2023-05-21,922.67
ID0929,2022-07-24,503.64
ID0065,2020-05-27,270.36
ID0203,2021-06-21,719.51
ID1301,2023-10-13,726.44
ID0358,2021-04-27,355.02
ID0841,2024-01-13,938.90
ID1230,2023-02-06,115.76
ID0863,2020-04-05,598.77
ID0137,2024-01-30,718.72
ID0313,2020-02-04,802.24
ID0026,2021-01-10,572.71
ID0949,2022-04-03,533.94
ID0850,2023-02-18,842.32
ID0639,2024-05-03,274.08
ID0053,2022-08-10,521.98
ID1262,2022-11-11,423.12
ID0364,2024-01-03,68.34
ID0486,2023-09-01,867.93
ID1164,2022-02-20,698.99
ID0463,2021-10-22,517.21
ID1254,2023-04-14,615.70
ID0275,2021-04-14,947.59
ID0071,2023-10-24,13.40
ID1301,2021-02-20,212.31
ID1073,2023-12-29,666.77
ID0582,2020-03-29,199.26
ID0863,2023-06-16,37.27
ID1053,2024-01-06,830.88
ID0568,2021-01-25,658.08
ID0347,2023-06-21,82.46
ID0257,2023-05-26,254.71
ID1147,2020-09-10,907.42
ID0064,2023-02-08,629.32
ID1139,2022-04-08,510.77
ID0406,2024-05-22,223.63
ID0913,2023-11-22,16.29
ID0315,2022-09-04,200.25
ID0361,2023-03-03,80.85
ID0532,2021-02-16,207.62
ID0146,2024-12-14,382.82
ID1129,2024-01-07,996.71
ID1143,2022-02-07,533.55
ID0120,2022-05-09,323.35
ID0854,2020-09-22,767.53
ID0277,2020-10-25,524.24
ID0763,2022-06-11,836.62
ID0258,2024-05-02,580.64
ID0050,2023-03-06,454.21
ID0508,2022-05-03,779.08
ID0652,2023-02-07,330.17
ID0763,2024-04-07,227.31
ID0169,2021-12-29,697.14
ID0801,2023-11-25,688.73
ID1255,2021-03-07,84.15
ID1146,2020-12-25,826.12
ID0689,2022-11-24,616.15
ID1003,2024-11-22,491.66
ID0220,2024-01-13,236.81
ID0344,2022-06-26,138.52
ID0998,2022-02-10,942.82
ID0595,2020-09-04,199.58
ID0801,2021-01-27,356.68
ID0862,2023-05-22,468.10
ID0197,2022-10-18,14.39
ID1278,2021-08-19,211.25
ID1280,2020-01-01,39.01
ID0402,2022-09-20,322.36
ID0086,2023-07-11,596.89
ID0335,2021-07-28,694.40
ID1039,2021-01-07,248.99
ID0561,2024-03-11,896.05
ID0566,2020-12-10,242.45
ID0786,2022-07-06,211.57
ID0457,2022-09-27,255.71
ID0073,2023-08-23,370.80
ID0785,2022-03-04,141.33
ID1112,2024-06-02,446.22
ID0226,2021-06-08,115.12
ID1037,2024-06-14,645.63
ID0479,2022-10-27,256.43
ID1305,2024-04-04,925.77
ID0439,2023-11-22,535.94
ID1285,2020-11-18,190.16
ID1041,2021-07-12,607.22
ID0088,2020-03-21,179.25
ID0884,2021-04-22,263.90
ID0199,2022-05-13,953.58
ID0394,2021-10-04,149.29
ID0719,2021-10-09,684.85
ID0140,2024-06-02,492.24
ID0134,2021-04-19,33.70
ID0549,2023-11-01,173.75
ID0566,2022-12-12,76.88
ID1023,2024-01-20,655.18
ID0441,2023-05-11,139.47
ID1204,2022-10-05,48.59
ID0582,2020-03-01,897.12
ID1240,2022-06-14,749.04
ID1204,2024-12-24,837.88
ID1010,2022-09-05,985.47
ID0747,2022-12-04,983.00
ID0177,2021-04-03,787.45
ID1262,2021-04-27,491.05
ID0442,2021-03-20,779.26
ID0738,2022-09-17,936.36
ID0336,2023-04-23,804.89
ID1012,2021-10-21,100.70
ID0095,2023-11-05,684.34
ID0177,2024-04-01,578.01
ID0543,2024-09-14,316.31
ID0627,2022-05-17,220.56
ID0083,2024-11-03,350.55
ID0043,2021-10-12,479.56
ID0096,2021-11-11,228.60
ID0692,2024-03-12,929.96
ID1078,2021-06-08,941.83
ID0237,2021-01-19,486.23
ID0047,2020-10-16,24.36
ID1251,2022-02-09,897.79
ID1207,2020-12-04,451.90
ID0906,2020-09-15,541.48
ID0643,2020-08-14,607.19
ID1069,2021-05-22,255.64
ID0567,2024-10-21,650.11
ID1127,2022-06-03,182.12
ID0417,2023-06-13,865.85
ID0275,2021-02-10,892.33
ID0286,2024-03-14,232.53
ID1261,2023-09-28,58.18
ID0769,2022-12-22,966.66
ID0617,2020-10-13,497.69
ID0099,2024-04-29,604.97
ID0110,2020-02-12,565.80
ID0018,2023-02-03,138.71
ID0326,2023-09-07,601.69
ID0876,2024-02-22,644.49
ID0014,2020-07-01,641.20
ID1204,2024-08-01,976.90
ID0113,2023-06-07,84.23
ID0315,2024-09-23,302.11
ID0396,2023-02-25,397.33
ID0963,2020-01-21,724.86
ID0890,2023-01-03,83.07
ID0985,2024-12-10,860.10
ID1117,2023-06-05,889.73
ID1063,2020-09-23,529.42
ID0050,2023-11-23,170.77
ID0488,2020-08-04,217.78
ID0078,2023-06-03,929.80
ID1218,2024-10-02,634.18
ID0074,2024-09-01,856.00
ID0053,2021-02-10,552.15
ID1178,2022-10-06,667.76
ID0242,2024-12-11,394.72
ID0869,2024-01-29,594.26
ID0584,2020-04-05,238.50
ID0389,2020-09-21,411.66
ID0655,2021-08-07,356.72
ID0259,2021-09-15,409.26
ID0673,2024-08-09,762.89
ID0227,2024-08-19,306.64
ID0384,2022-12-08,213.66
ID0379,2021-07-25,882.03
ID1134,2020-08-07,419.40
ID1257,2020-12-26,404.46
ID0302,2020-08-02,322.04
ID0230,2022-12-06,534.92
ID0183,2022-05-26,820.14
ID0361,2024-06-13,162.25
ID0977,2023-06-07,916.99
ID0844,2023-06-17,217.48
ID0730,2023-12-04,113.92
ID0289,2023-08-04,813.40
ID0886,2023-07-25,945.31
ID0253,2021-11-16,739.49
ID0386,2024-10-31,157.77
ID1052,2022-01-26,446.09
ID0645,2024-04-25,442.41
ID0899,2020-11-01,901.51
ID0528,2021-03-27,406.58
ID0820,2024-01-31,81.26
ID1122,2024-03-05,566.92
ID0603,2022-04-16,52.92
ID0268,2023-05-11,956.99
ID0470,2023-12-06,12.31
ID0532,2024-06-11,303.88
ID0835,2022-06-07,557.28
ID0149,2020-04-07,721.92
ID1242,2024-07-23,840.09
ID0663,2022-01-12,126.98
ID1229,2022-01-04,264.26
ID0683,2022-01-08,682.31
ID0070,2023-02-18,222.07
ID0215,2022-10-19,514.89
ID0805,2024-09-23,847.72
ID0523,2024-02-21,610.87
ID0862,2023-10-01,14.86
ID0657,2020-04-06,376.76
ID1260,2020-08-26,817.29
ID1307,2023-07-22,867.73
ID0994,2021-11-06,297.84
ID0732,2022-08-01,220.33
ID0017,2020-08-02,769.12
ID0896,2023-08-27,147.83
ID0956,2020-01-18,709.32
ID1002,2024-08-11,300.27
ID0095,2023-11-06,356.10
ID0694,2023-02-19,254.69
ID0102,2021-07-08,18.78
ID1194,2023-04-20,800.97
ID0964,2023-11-08,964.62
ID0423,2023-10-08,369.78
ID0734,2022-04-06,600.23
ID0160,2023-03-05,750.68
ID0724,2022-05-13,219.87
ID0960,2024-12-11,819.96
ID0415,2021-12-15,205.40
ID0868,2024-04-23,151.84
ID0277,2020-09-18,690.15
ID0594,2021-08-13,124.70
ID0316,2024-07-19,313.28
ID1147,2020-03-16,640.11
ID0242,2021-07-09,231.21
ID0184,2021-02-03,147.06
ID1296,2020-08-24,456.17
ID0884,2024-10-22,374.75
ID0587,2020-11-16,517.15
ID0343,2021-05-16,714.05
ID0570,2023-07-27,443.54
ID0849,2024-08-11,464.69
ID0106,2020-09-11,306.14
ID0627,2024-12-19,434.41
ID0057,2022-06-03,42.69
ID0143,2021-01-10,963.58
ID0718,2022-03-23,280.53
ID0749,2023-02-13,735.34
ID0330,2023-05-22,936.23
ID0338,2020-02-09,741.59
ID0675,2023-03-14,960.99
ID0218,2021-12-31,746.01
ID0684,2022-01-11,909.78
ID0972,2021-05-16,395.83
ID0406,2023-04-23,373.29
ID0423,2024-10-31,600.34
ID0404,2022-04-05,595.96
ID0511,2022-09-09,101.83
ID0807,2023-04-08,115.88
ID0514,2022-06-01,138.16
ID0005,2021-12-10,671.98
ID0786,2020-03-27,406.43
ID0822,2020-02-17,275.06
ID0921,2020-03-02,249.70
ID0072,2020-07-14,925.46
ID1185,2020-05-18,161.54
ID0219,2020-04-04,485.71
ID0722,2020-11-27,394.43
ID0935,2022-05-19,390.76
ID1124,2020-01-29,147.13
ID0137,2023-12-26,400.76
ID0081,2022-12-06,555.17
ID1186,2024-09-14,352.46
ID0578,2020-05-04,929.65
ID0383,2022-05-24,537.10
ID0342,2020-08-16,139.06
ID0999,2022-04-20,681.33
ID0349,2022-06-30,420.48
ID1146,2023-04-08,974.46
ID1290,2020-11-27,889.71
ID0444,2024-10-01,341.00
ID0003,2020-06-21,380.56
ID0174,2021-10-24,157.14
ID0597,2020-01-09,12.00
ID0687,2022-05-18,263.66
ID0292,2023-05-13,41.65
ID0539,2024-04-11,198.16
ID0442,2023-05-17,185.60
ID0320,2020-03-27,336.35
ID0084,2022-10-20,247.27
ID0338,2020-12-19,23.51
ID1183,2021-01-01,248.80
ID0009,2024-12-03,387.76
ID0634,2022-08-05,766.77
ID1104,2021-03-20,151.45
ID0287,2024-10-28,864.86
ID0402,2023-03-16,96.00
ID0264,2022-09-11,446.64
ID0959,2021-08-17,343.87
ID0681,2020-05-18,658.51
ID1197,2020-09-27,276.18
ID0299,2022-02-16,112.81
ID1061,2021-04-13,821.47
ID1284,2020-02-18,705.04
ID0948,2020-09-21,608.23
ID0136,2022-09-22,598.08
ID1201,2024-03-02,978.76
ID0697,2023-09-20,588.53
ID0038,2022-10-11,521.29
ID0040,2022-09-08,11.40
ID1268,2024-12-20,174.25
ID0764,2020-09-24,172.38
ID0864,2022-06-16,893.24
ID0776,2023-12-29,200.72
ID0367,2023-07-01,38.30
ID0244,2024-05-09,877.51
ID0477,2024-01-18,797.60
ID0125,2023-09-17,50.99
ID0936,2020-06-26,461.35
ID0602,2020-04-27,996.45
ID1078,2020-07-14,222.65
ID0292,2022-11-17,467.51
ID0306,2020-08-31,511.68
ID1001,2020-10-15,686.92
ID0282,2022-08-12,238.51
ID0253,2022-06-28,399.00
ID0730,2022-09-23,591.46
ID0218,2024-05-30,498.17
ID0287,2022-02-10,930.57
ID0576,2022-11-05,710.83
ID0366,2020-08-18,937.34
ID0700,2023-04-08,651.72
ID0980,2024-03-03,109.35
ID0400,2022-03-03,504.32
ID0111,2023-11-02,566.49
ID1134,2024-01-14,125.63
ID1263,2021-05-23,464.43
ID0100,2020-02-26,195.18
ID0593,2022-03-18,509.19
ID0629,2024-07-01,342.80
ID0572,2024-03-31,439.53
ID0766,2024-10-08,558.74
ID0910,2021-04-07,978.56
ID0634,2022-03-21,771.28
ID0097,2021-09-28,134.15
ID0241,2023-11-03,950.85
ID0967,2023-01-23,812.41
ID1195,2021-03-07,112.22
ID0757,2022-10-13,616.93
ID1035,2020-03-01,869.16
ID0787,2020-04-30,570.42
ID1254,2021-03-29,42.90
ID1172,2023-07-16,161.42
ID0651,2020-02-29,714.91
ID0526,2020-06-06,739.11
ID0728,2021-08-19,935.29
ID0060,2022-03-02,511.66
ID0138,2020-01-03,317.20
ID0450,2021-10-21,248.13
ID0571,2021-03-02,477.12
ID0372,2024-09-29,91.88
ID0731,2023-03-23,491.03
ID0642,2024-02-14,352.62
ID0720,2024-10-03,241.21
ID0118,2020-12-09,910.86
ID0373,2020-01-28,58.52
ID0843,2023-01-31,210.44
ID0674,2024-12-03,194.57
ID1026,2023-01-02,249.95
ID0963,2023-07-12,216.67
ID0929,2021-05-03,792.51
ID0292,2021-02-10,866.00
ID0863,2022-02-02,919.28
ID0086,2023-11-08,219.54
ID0793,2022-01-15,611.74
ID0044,2021-02-03,216.28
ID0080,2023-12-16,804.60
ID0958,2021-05-20,280.01
ID0706,2024-01-14,531.03
ID0626,2020-06-05,979.90
ID1227,2020-09-05,55.24
ID0376,2021-01-17,912.08
ID0514,2022-01-19,273.07
ID1060,2022-06-22,316.60
ID0071,2022-11-05,56.67
ID0475,2024-05-06,146.65
ID1268,2022-01-27,810.06
ID0896,2020-12-30,493.53
ID0921,2020-02-08,948.59
ID0859,2022-11-27,908.80
ID1207,2023-09-18,795.81
ID0374,2023-01-27,751.31
ID0725,2020-01-05,227.39
ID1035,2024-03-10,475.31
ID0800,2020-07-05,384.59
ID0626,2022-05-19,993.00
ID0341,2020-10-27,222.53
ID0429,2023-03-06,727.31
ID0302,2021-08-06,237.55
ID0971,2020-02-14,529.72
ID0126,2022-01-08,772.72
ID1252,2022-09-28,471.99
ID0285,2020-06-23,352.84
ID1273,2024-10-03,962.69
ID0899,2023-05-26,32.43
ID0796,2024-01-11,154.64
ID1134,2023-08-20,622.61
ID0987,2020-07-30,661.17
ID1233,2023-07-14,554.06
ID0324,2020-11-26,137.55
ID0479,2020-01-02,409.22
ID0207,2022-09-25,357.97
ID1044,2022-12-11,319.05
ID1143,2021-04-13,450.54
ID0717,2022-06-07,374.09
ID0032,2023-10-05,482.84
ID0344,2022-05-08,291.53
ID0785,2022-09-19,864.39
ID0591,2024-03-18,713.41
ID1227,2022-06-29,724.67
ID1177,2021-05-08,292.97
ID0748,2022-03-13,693.94
ID1045,2024-01-24,891.58
ID0173,2024-09-30,433.72
ID0795,2022-12-30,594.81
ID0068,2020-06-23,505.60
ID0407,2020-07-25,776.14
ID0777,2022-09-28,591.72
ID1217,2020-01-10,832.19
ID0838,2020-06-18,678.01
ID0600,2024-01-03,611.86
ID0862,2020-02-14,408.05
ID0590,2023-07-06,50.53
ID0240,2020-03-02,401.57
ID0342,2020-10-27,733.46
ID0870,2023-06-03,125.67
ID0933,2021-09-03,987.54
ID0835,2021-10-24,245.36
ID0301,2021-08-01,583.32
ID0750,2022-05-14,55.84
ID0834,2021-02-02,829.55
ID0728,2023-04-23,217.31
ID0938,2023-02-27,916.29
ID0752,2023-11-28,856.99
ID1270,2023-10-26,366.82
ID0891,2021-05-16,217.18
ID0647,2021-05-16,982.16
ID0303,2020-12-31,850.62
ID0315,2022-10-28,606.48
ID0954,2022-12-29,612.33
ID0432,2023-03-07,553.27
ID1182,2024-10-14,863.40
ID0082,2023-05-06,352.13
ID1270,2023-10-22,136.23
ID0057,2022-07-08,740.47
ID0570,2022-12-05,768.90
ID0938,2024-08-08,871.67
ID0784,2023-08-26,997.54
ID0061,2020-05-23,441.32
ID0896,2024-10-16,502.95
ID0400,2023-05-22,857.43
ID0432,2023-10-10,366.02
ID0452,2023-03-26,748.92
ID0354,2022-06-17,515.02
ID1193,2024-05-17,782.54
ID0493,2021-10-13,484.09
ID1240,2022-02-25,658.35
ID0359,2023-07-20,753.42
ID1068,2024-01-08,105.78
ID0709,2023-11-25,227.44
ID0552,2020-05-01,572.64
ID0787,2024-12-06,631.37
ID0869,2024-09-07,22.50
ID1183,2020-06-16,626.91
ID0131,2024-06-05,28.20
ID0804,2021-02-16,76.98
ID0551,2021-03-24,697.44
ID0825,2020-07-26,979.85
ID0617,2023-01-05,788.91
ID0581,2022-05-30,328.81
ID0911,2022-02-05,377.50
ID0637,2024-07-14,518.32
ID0553,2022-09-02,689.77
ID0332,2020-07-08,423.74
ID0285,2022-07-16,964.21
ID0172,2024-08-25,457.09
ID0977,2021-12-03,786.99
ID0447,2021-12-22,425.23
ID1014,2023-09-26,212.56
ID0818,2021-11-05,29.61
ID0084,2021-12-11,189.67
ID1061,2022-06-25,362.27
ID0536,2022-11-15,317.42
ID0519,2024-07-12,473.84
ID0231,2022-04-29,748.48
ID0983,2023-11-12,133.83
ID0039,2021-01-29,715.88
ID0743,2021-06-13,868.69
ID1012,2023-06-06,485.74
ID1211,2022-11-20,69.01
ID0878,2023-05-26,216.78
ID0020,2020-11-02,749.11
ID0166,2024-05-12,692.57
ID1233,2023-05-08,836.63
ID1092,2020-11-21,929.84
ID0160,2021-04-11,755.34
ID0103,2024-01-31,308.53
ID0646,2020-08-23,90.91
ID1164,2023-11-20,749.59
ID0811,2023-01-02,844.38
ID0440,2021-03-20,314.04
ID0164,2021-08-12,852.53
ID0384,2024-12-12,766.37
ID1305,2024-06-21,266.79
ID0270,2022-05-18,88.92
ID0342,2024-05-30,469.86
ID0078,2024-10-29,472.15
ID0286,2024-06-20,396.63
ID1114,2020-01-08,451.70
ID0036,2023-10-30,920.01
ID0138,2020-04-03,508.28
ID0853,2020-08-22,228.43
ID0483,2024-06-04,353.66
ID0595,2022-05-07,412.70
ID0394,2024-06-08,682.11
ID0879,2021-10-26,101.45
ID1169,2023-02-05,662.01
ID0181,2021-09-18,750.39
ID1191,2022-10-30,456.42
ID1244,2023-08-27,612.78
ID0904,2023-04-26,542.85
ID0470,2023-04-12,342.62
ID0139,2020-11-27,101.49
ID0171,2024-11-17,331.83
ID0155,2020-10-08,758.02
ID0781,2020-12-20,526.47
ID0448,2023-09-17,614.99
ID0190,2022-04-30,973.83
ID1026,2020-05-24,926.54
ID0257,2021-11-22,682.87
ID1053,2020-08-03,263.64
ID0802,2024-04-03,650.89
ID1024,2023-01-14,145.65
ID0189,2020-07-08,877.96
ID1029,2023-11-20,421.48
ID1303,2021-05-26,416.00
ID0448,2023-05-29,104.50
ID0794,2024-11-16,322.17
ID0676,2022-09-16,995.14
ID0828,2023-09-21,459.75
ID0042,2022-11-24,29.12
ID0085,2021-01-12,361.87
ID0007,2024-08-07,464.07
ID1250,2023-05-15,511.80
ID0523,2022-11-16,791.61
ID0895,2022-04-23,461.48
ID0397,2024-02-20,741.98
ID0192,2020-09-14,252.27
ID0140,2023-10-13,799.62
ID0418,2020-12-26,620.94
ID0406,2020-09-15,341.03
ID1129,2020-06-01,424.58
ID0490,2024-10-11,346.20
ID1186,2021-10-31,423.06
ID0518,2021-12-22,166.52
ID1094,2023-12-06,855.41
ID0302,2020-02-05,389.21
ID0183,2021-02-19,356.46
ID1042,2022-08-05,428.12
ID0922,2024-06-07,617.95
ID0394,2020-04-09,584.22
ID0422,2021-05-08,283.41
ID0867,2022-03-07,830.82
ID0369,2022-07-12,30.29
ID0663,2022-07-31,759.45
ID0292,2021-12-30,876.07
ID0691,2023-07-12,570.37
ID1268,2020-07-14,67.78
ID0542,2022-05-16,596.94
ID0514,2020-09-06,361.15
ID0973,2020-09-12,535.91
ID0627,2022-10-24,186.94
ID0329,2022-10-21,116.20
ID0238,2022-03-01,317.51
ID1010,2024-06-15,303.79
ID0513,2020-12-04,482.42
ID0368,2023-11-02,208.20
ID0785,2024-09-18,309.98
ID0134,2024-12-06,717.14
ID0044,2021-07-17,62.08
ID0539,2022-09-01,608.70
ID1198,2022-03-26,901.86
ID0976,2024-09-12,814.79
ID0006,2022-08-21,93.62
ID0524,2021-07-22,967.11
ID0759,2023-11-01,857.39
ID0136,2023-03-28,909.15
ID0025,2021-06-28,728.91
ID0668,2020-11-10,526.95
ID0061,2020-06-19,773.13
ID1186,2022-12-02,479.71
ID0440,2020-08-14,860.25
ID0503,2022-09-21,396.83
ID0054,2021-02-14,457.61
ID1092,2022-09-29,942.88
ID0283,2022-05-02,30.78
ID0470,2023-05-25,94.80
ID1051,2021-11-09,158.25
ID0243,2024-09-01,482.49
ID1094,2022-03-21,527.20
ID0220,2020-07-07,280.87
ID0792,2022-01-08,962.19
ID0724,2021-09-15,588.96
ID1244,2020-09-11,655.04
ID0995,2020-10-22,33.71
ID0684,2023-08-11,840.78
ID1120,2022-01-10,676.94
ID0954,2022-01-12,822.96
ID0759,2024-05-21,419.04
ID0111,2022-05-25,459.66
ID1202,2021-01-05,215.63
ID1292,2023-03-26,506.18
ID0486,2020-05-02,876.66
ID0304,2021-10-04,709.72
ID0164,2024-08-29,625.34
ID1276,2020-03-26,436.43
ID0518,2020-08-19,493.76
ID0078,2023-01-02,825.94
ID0031,2023-04-21,650.94
ID0972,2024-02-11,45.40
ID0146,2020-11-01,536.82
ID1274,2020-01-23,177.63
ID0146,2024-11-30,148.59
ID0127,2023-12-30,584.94
ID1136,2024-07-07,352.80
ID0389,2024-11-18,657.36
ID1214,2021-08-02,788.84
ID0163,2020-01-26,775.58
ID0447,2021-07-16,21.62
ID0622,2022-09-30,298.59
ID0918,2024-06-12,722.56
ID0219,2023-10-18,670.30
ID0231,2021-04-14,772.32
ID0743,2022-07-03,132.79
ID0225,2020-05-20,882.51
ID0884,2024-02-06,971.28
ID0648,2023-02-11,277.00
ID0184,2024-03-28,255.08
ID0889,2024-10-29,23.56
ID1059,2021-10-29,915.91
ID0965,2023-10-08,786.77
ID0407,2022-06-27,103.14
ID0793,2024-02-25,966.11
ID0703,2020-11-27,712.05
ID0058,2021-03-11,923.25
ID0663,2023-05-07,290.95
ID1230,2023-07-30,280.18
ID0383,2021-09-22,632.20
ID0321,2020-05-25,786.41
ID1304,2023-11-22,260.75
ID0668,2024-12-26,257.54
ID0715,2023-10-14,101.74
ID0162,2023-09-20,818.50
ID0966,2024-01-19,214.45
ID0536,2022-10-24,674.82
ID1281,2024-05-24,800.87
ID0315,2021-03-07,277.53
ID0012,2022-06-13,506.93
ID0454,2023-10-29,916.69
ID0345,2023-05-08,92.40
ID0427,2020-10-21,522.12
ID0279,2022-02-08,117.82
ID0277,2021-03-13,233.14
ID0857,2020-06-01,619.94
ID0539,2022-01-27,623.82
ID0422,2020-08-18,365.29
ID1091,2020-01-02,66.52
ID0330,2023-09-05,709.17
ID1180,2020-02-10,488.02
ID0305,2021-09-12,808.19
ID0202,2024-11-01,648.03
ID0996,2020-02-17,759.58
ID0438,2023-07-25,476.56
ID1113,2020-11-17,576.93
ID1175,2020-12-11,268.60
ID1205,2022-06-10,872.25
ID0538,2022-06-08,613.14
ID0589,2020-10-26,46.57
ID0031,2023-03-09,21.94
ID0016,2024-12-30,659.70
ID0223,2021-07-31,19.64
ID0551,2024-09-20,301.97
ID0012,2024-01-20,935.30
ID0096,2020-01-27,171.19
ID0322,2020-01-07,954.96
ID0521,2020-03-16,276.07
ID0525,2021-03-07,728.50
ID0307,2021-09-28,966.08
ID0729,2021-06-23,528.17
ID0101,2024-03-30,431.39
ID1101,2024-11-22,568.20
ID0289,2020-05-27,41.19
ID0042,2022-03-14,285.57
ID0327,2022-10-02,336.61
ID0205,2023-03-04,226.37
ID0732,2021-12-03,906.91
ID0931,2023-07-05,235.11
ID0783,2024-03-24,641.70
ID0984,2021-01-25,127.37
ID1213,2022-11-11,521.35
ID0145,2024-10-30,367.95
ID0264,2021-09-15,895.29
ID1105,2022-09-11,205.60
ID1165,2022-03-15,150.11
ID0136,2021-06-29,501.91
ID0753,2022-07-12,888.36
ID0690,2022-09-22,991.74
ID0383,2024-10-31,16.98
ID0160,2021-03-23,205.37
ID0443,2021-06-11,197.49
ID0302,2024-12-02,609.87
ID0300,2020-11-04,730.45
ID1249,2024-09-02,824.25
ID0214,2023-09-23,755.52
ID0397,2024-08-19,255.05
ID0301,2021-04-17,443.26
ID1237,2023-01-09,78.69
ID1147,2020-09-03,910.97
ID0271,2023-06-08,53.83
ID0622,2024-10-19,630.20
ID1006,2023-01-02,992.83
ID0726,2024-11-28,313.86
ID1227,2020-08-02,711.75
ID0204,2021-07-20,524.92
ID0105,2024-04-23,135.43
ID0210,2023-12-13,178.47
ID0295,2020-12-15,578.20
ID0548,2020-06-04,334.99
ID1058,2021-01-24,182.50
ID1293,2023-11-26,15.93
ID1196,2021-03-22,408.91
ID0525,2024-07-17,555.42
ID0449,2020-09-19,406.99
ID0487,2023-08-04,568.69
ID0002,2022-04-13,211.53
ID0545,2022-04-21,962.13
ID0092,2023-09-01,852.14
ID1237,2021-11-04,375.45
ID1166,2022-08-07,479.39
ID0517,2022-05-29,303.38
ID0484,2024-02-13,556.14
ID0229,2020-11-16,271.61
ID0420,2023-02-05,170.00
ID0101,2022-04-14,609.00
ID0090,2024-01-15,791.23
ID0668,2022-02-18,127.88
ID0130,2023-06-14,59.36
ID0843,2022-12-01,970.51
ID1200,2023-03-15,776.02
ID1090,2024-07-31,986.55
ID0735,2021-09-05,179.78
ID0271,2023-07-08,437.54
ID0487,2021-02-05,338.98
ID0640,2022-07-08,720.68
ID1143,2023-07-19,897.95
ID0913,2020-03-10,527.23
ID0403,2024-09-22,71.13
ID0366,2022-07-07,419.45
ID0537,2024-11-11,864.68
ID0864,2024-08-15,229.74
ID0457,2022-12-17,600.08
ID0698,2021-03-01,279.82
ID1280,2022-08-01,859.82
ID0948,2023-10-09,247.39
ID0858,2023-04-29,76.35
ID0707,2021-05-10,581.19
ID0907,2020-04-26,586.82
ID0919,2024-01-04,318.34
ID0363,2021-12-30,223.62
ID0584,2021-09-27,413.43
ID0867,2022-06-09,839.21
